Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2620,535450100,50,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,455.0,Unf,0.0,455.0,910.0,GasA,Gd,Y,SBrkr,910,611,0,1521,0.0,0.0,1,1,3,1,Gd,6,Min2,0,,Detchd,1950.0,Unf,1.0,597.0,Fa,TA,Y,199,0,168,0,0,0,,,,0,9,2006,WD ,Normal
2894,916325040,20,RL,,50102,Pave,,IR1,Low,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,6,5,1958,1958,Gable,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,909.0,Unf,0.0,723.0,1632.0,GasA,TA,Y,SBrkr,1650,0,0,1650,1.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1958.0,Unf,2.0,518.0,TA,TA,Y,0,0,0,0,138,0,,,,0,3,2006,WD ,Alloca
2300,923252080,20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,845.0,GasA,TA,Y,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD ,Normal
2508,533212110,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,80,1223,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,,,,0,7,2006,WD ,Normal
730,903201020,30,RL,,6615,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1022.0,1022.0,GasA,TA,N,FuseA,1432,0,0,1432,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,1923.0,Unf,1.0,216.0,Fa,TA,Y,266,61,0,0,0,0,,GdWo,,0,9,2009,WD ,Normal
2136,907200190,80,RL,59.0,8660,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,502.0,Unf,0.0,513.0,1015.0,GasA,TA,Y,SBrkr,1025,0,0,1025,0.0,0.0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1979.0,Unf,2.0,370.0,TA,TA,Y,127,0,0,0,0,0,,,,0,7,2007,WD ,Normal
1540,909425085,50,RL,70.0,12392,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,0.0,397.0,832.0,GasA,Ex,Y,SBrkr,1218,943,0,2161,1.0,0.0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1994.0,Fin,2.0,506.0,TA,TA,Y,0,96,0,0,0,0,,,,0,4,2008,WD ,Normal
1043,527451060,160,RM,21.0,1869,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1987.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008,WD ,Normal
2466,528480110,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,Ex,Y,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,615.0,TA,TA,Y,0,53,0,0,0,0,,,,0,2,2006,WD ,Normal
969,921128050,20,RL,85.0,12633,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1640.0,Unf,0.0,338.0,1978.0,GasA,Ex,Y,SBrkr,1978,0,0,1978,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,920.0,TA,TA,Y,308,52,0,0,0,0,,,,0,5,2009,WD ,Normal
2544,534276230,90,RL,70.0,8393,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528.0,Unf,0.0,1098.0,1626.0,GasA,Ex,Y,SBrkr,1712,0,0,1712,0.0,0.0,2,0,4,2,TA,8,Typ,0,,Attchd,2005.0,Fin,2.0,588.0,TA,TA,Y,272,54,0,0,0,0,,,,0,6,2006,WD ,Family
1006,527163100,60,RL,,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,773.0,GasA,Gd,Y,SBrkr,773,885,0,1658,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2.0,431.0,TA,TA,Y,224,84,0,0,0,0,,,,0,6,2008,WD ,Normal
2009,903206170,50,RL,70.0,8737,Pave,,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0.0,765.0,1065.0,GasA,Ex,Y,FuseA,915,720,0,1635,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,2.0,440.0,TA,TA,Y,0,38,0,144,0,0,,,,0,5,2007,WD ,Normal
439,528120030,20,RL,87.0,10367,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,724.0,1739.0,GasA,Ex,Y,SBrkr,1743,0,0,1743,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3.0,927.0,TA,TA,Y,168,45,0,0,0,0,,,,0,6,2009,ConLI,Normal
953,914476020,90,RL,75.0,10125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1302,432,0,1734,0.0,0.0,2,0,4,2,Gd,8,Typ,0,,Attchd,1977.0,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,COD,Normal
2737,905427010,70,RL,114.0,19950,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1337,672,0,2009,0.0,0.0,2,0,4,1,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,TA,P,0,42,0,0,180,0,,,,0,12,2006,WD ,Normal
1684,527455250,20,RL,65.0,7150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2007,WD ,Normal
566,533206020,160,FV,32.0,2880,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,GasA,Ex,Y,SBrkr,1376,1629,0,3005,0.0,0.0,2,1,3,1,Gd,9,Mod,1,TA,BuiltIn,2004.0,Fin,3.0,704.0,TA,TA,Y,0,177,0,0,0,0,,,,0,7,2009,WD ,Normal
923,909277090,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,1273,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,0,,MnPrv,,0,6,2009,WD ,Normal
2420,528228280,120,RL,43.0,3087,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,453.0,Unf,0.0,767.0,1220.0,GasA,Ex,Y,SBrkr,1364,0,0,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,16,0,0,0,0,,,,0,11,2006,New,Partial
2689,903430090,50,RM,59.0,5310,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,485.0,485.0,GasA,Gd,Y,SBrkr,1001,634,0,1635,0.0,0.0,1,0,2,1,Gd,5,Typ,0,,Attchd,1950.0,Unf,1.0,255.0,Fa,TA,Y,394,0,0,0,0,0,,,,0,6,2006,WD ,Normal
1764,528327060,20,RL,,11400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1282.0,Unf,0.0,1351.0,2633.0,GasA,Ex,Y,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2001.0,RFn,3.0,804.0,TA,TA,Y,314,140,0,0,0,0,,,,0,3,2007,WD ,Normal
1390,905201020,20,RL,94.0,9239,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168,0,0,0,0,0,,,,0,5,2008,WD ,Normal
1297,902128150,190,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,590.0,Unf,0.0,294.0,884.0,GasA,TA,Y,SBrkr,884,552,0,1436,0.0,0.0,2,0,3,2,TA,8,Typ,2,Gd,Detchd,1940.0,Unf,2.0,828.0,TA,TA,Y,0,0,126,0,0,0,,,,0,5,2008,Con,Normal
226,905107110,90,RL,,7424,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1319.0,Unf,0.0,0.0,1319.0,GasA,TA,Y,SBrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1978.0,Fin,2.0,591.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2010,WD ,Normal
1641,527252070,20,RL,60.0,8089,Pave,,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,0.0,474.0,1419.0,GasA,Ex,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,2.0,567.0,TA,TA,Y,140,0,0,0,0,0,,,,0,10,2007,New,Partial
1357,903426160,60,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,196.0,Unf,0.0,1046.0,1242.0,GasA,Gd,Y,SBrkr,1242,742,0,1984,0.0,0.0,2,0,5,1,TA,8,Typ,0,,Detchd,,,1.0,360.0,,,Y,64,0,180,0,0,0,,MnPrv,Shed,1000,9,2008,WD ,Normal
2235,910201050,50,RM,50.0,7288,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,665,0,1601,0.0,0.0,2,0,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,N,0,0,0,176,0,0,,,,0,9,2007,WD ,Normal
160,535401080,20,RL,,9830,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,258.0,733.0,1063.0,GasA,Ex,Y,SBrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997.0,Fin,2.0,576.0,TA,TA,Y,364,17,0,0,182,0,,,,0,3,2010,WD ,Normal
2069,905226130,20,RL,91.0,11375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,736.0,Unf,0.0,231.0,967.0,GasA,TA,Y,SBrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1954.0,Unf,2.0,494.0,TA,TA,Y,81,0,280,0,0,0,,,,0,10,2007,WD ,Normal
79,531452050,120,RL,50.0,7175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,TA,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,353,0,0,0,90,0,,MnPrv,,0,2,2010,WD ,Normal
661,535381040,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,TA,Y,SBrkr,1313,0,1064,2377,0.0,0.0,2,0,3,1,Gd,8,Min2,1,TA,Detchd,1954.0,Unf,2.0,528.0,TA,TA,Y,0,0,432,0,0,0,,,,0,6,2009,WD ,Normal
2887,914452060,90,RL,65.0,8385,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1664.0,1664.0,GasA,TA,Y,SBrkr,1664,0,0,1664,0.0,0.0,2,0,4,2,TA,10,Typ,0,,2Types,1978.0,Unf,2.0,616.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD ,Normal
1343,903231080,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,Y,SBrkr,624,512,0,1136,0.0,1.0,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,0,365,80,0,0,0,,,,0,8,2008,WD ,Normal
772,905103070,20,RL,75.0,11625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,BLQ,527.0,Unf,0.0,525.0,1052.0,GasA,TA,Y,SBrkr,1052,0,0,1052,0.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1984.0,Fin,1.0,668.0,TA,TA,Y,0,215,0,0,0,0,,,,0,4,2009,WD ,Abnorml
652,535353240,60,RL,78.0,11419,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,0,1527,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0,0,134,0,0,0,,GdWo,,0,12,2009,WD ,Normal
1209,534400060,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0,0,0,407,0,0,,,,0,7,2008,WD ,Normal
899,908250030,20,RL,74.0,10206,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasW,Fa,N,FuseF,944,0,0,944,0.0,0.0,1,0,2,1,Fa,4,Min1,0,,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,0,0,0,0,0,0,,,,0,7,2009,WD ,Normal
2805,907290260,60,RL,120.0,15611,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1079.0,1079.0,GasA,Ex,Y,SBrkr,1079,840,0,1919,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0,51,0,0,0,0,,,,0,7,2006,New,Partial
2361,527402380,20,RL,71.0,9353,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,,Shed,0,7,2006,Oth,Abnorml
2238,910202030,30,RM,46.0,3672,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1922.0,Unf,1.0,100.0,Fa,Fa,N,0,0,96,0,0,0,,,,0,9,2007,WD ,Normal
52,528218150,20,RL,100.0,18494,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,0,,,,0,1,2010,WD ,Normal
1865,534127080,60,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,93.0,1008.0,GasA,TA,Y,SBrkr,1403,1008,0,2411,1.0,0.0,2,1,4,1,TA,8,Typ,1,Po,Attchd,1970.0,RFn,2.0,570.0,TA,TA,Y,0,192,0,0,0,0,,,,0,6,2007,WD ,Normal
1711,528168040,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1234,1140,0,2374,0.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,656.0,TA,TA,Y,104,100,0,0,0,0,,,,0,5,2007,WD ,Normal
1854,533250190,120,RL,50.0,9466,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,ALQ,1037.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,1994.0,Fin,2.0,478.0,TA,TA,Y,0,30,0,0,217,0,,,,0,5,2007,WD ,Normal
1134,531373060,60,RL,67.0,12774,Pave,,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,835,828,0,1663,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,168,68,0,0,0,0,,,,0,7,2008,WD ,Normal
2718,905108090,90,RL,,9662,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1967.0,1967.0,GasA,TA,Y,SBrkr,1967,0,0,1967,0.0,0.0,2,0,6,2,TA,10,Typ,0,,Attchd,1977.0,Fin,2.0,580.0,TA,TA,Y,170,0,0,0,0,0,,,,0,8,2006,WD ,Normal
1464,907262030,60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550.0,Unf,0.0,334.0,884.0,GasA,Ex,Y,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003.0,RFn,2.0,543.0,TA,TA,Y,0,63,0,0,0,0,,,,0,7,2008,WD ,Normal
2088,905480090,50,RL,50.0,7550,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,951.0,951.0,GasW,Fa,N,SBrkr,986,376,0,1362,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Detchd,1920.0,Unf,1.0,280.0,Fa,TA,P,0,0,0,0,0,0,,MnPrv,,0,3,2007,WD ,Normal
